ticker,beta_fx,beta_rate,r2,n_obs,S_fx,S_rate,MSI_raw,MSI_0_100
ALFAA.MX,-0.873603496054993,5.314601742500488,0.35632659831982727,119,0.032108038435076945,0.010825253318000602,0.04293329175307754,100.0
GMEXICOB.MX,0.378091776860661,-8.67629607244291,0.47109907913958826,119,0.013896218774592043,0.017672651196997863,0.031568869971589905,73.03094102795728
PE&OLES.MX,0.2895276025000121,-7.2290459760074235,0.20453982164000073,119,0.010641170085817603,0.014724763534385581,0.025365933620203184,58.31067109456894
BIMBOA.MX,0.3334513970509361,-1.6120248284059093,0.17497071625415406,119,0.012255525900582697,0.0032835154858076024,0.015539041386390298,34.990343737718916
GFINBURO.MX,-0.15823956555556817,2.1624550631115076,0.40204277652282083,119,0.005815867353727061,0.004404680723256075,0.010220548076983136,22.36895723326269
WALMEX.MX,0.20960971568165118,-1.1022439379845628,0.32514534311843235,119,0.007703903244279538,0.002245148446682944,0.009949051690962482,21.72466558463567
FEMSAUBD.MX,0.15869193863068184,1.232843485606882,0.4230066364989875,119,0.005832493674647633,0.002511165216090526,0.008343658890738159,17.914886791220013
CEMEXCPO.MX,0.07393001962134355,-2.4837920932060866,0.4156232993911261,119,0.0027171914057434873,0.005059208554271153,0.0077763999600146405,16.56871715326965
KIMBERA.MX,0.011560626706991928,0.1814812010131091,0.19831892906367965,119,0.00042489418634184087,0.0003696570446118829,0.0007945512309537237,0.0
